url,header,release time,article content,neg,neu,pos,compound
https://www.reuters.com/article/renault-ma-dongfeng/renault-sells-its-stake-in-chinese-joint-venture-to-partner-dongfeng-motor-idUSL5N2C20P0,['Renault sells its stake in Chinese joint venture to partner Dongfeng Motor'],"['April 14, 2020 /  5:45 AM / 22 days ago']","['PARIS, April 14 (Reuters) - French carmaker Renault said on Tuesday it was selling out of its stake in a Chinese joint venture with Dongfeng Motor Corporation to Dongfeng, which Renault said would help it maximise synergies with Japanese partner Nissan. ', 'Renault has been one of many leading global automotive companies that has been hit hard by the impact of the coronavirus, which has led to factory closures and a slump in demand. ', 'Renault and Dongfeng said they would continue to cooperate with Nissan on new generation engines such as the supply of components to Dongfeng Renault Automotive Company (DRAC) and diesel licences to Dongfeng Automobile Co Ltd. ', 'Renault and Dongfeng will also co-operate in the field of hi-tech ‘intelligent connected’ vehicles, while Dongfeng Renault Automotive Company (DRAC) will stop its Renault-branded activities. ', '“We are opening a new chapter in China. We will concentrate on electric vehicles and light commercial vehicles, the two main drivers for future clean mobility and more efficiently leverage our relationship with Nissan,” said Francois Provost, chairman of the China region for Renault. (Reporting by Sudip Kar-Gupta; Editing by Raju Gopalakrishnan)']",0.026,0.93,0.044,0.6478
https://www.reuters.com/article/brief-renault-q1-revenue-down-192-financ/brief-renault-q1-revenue-down-19-2-financial-guidance-still-unclear-idUSASN0005M9,"['BRIEF-Renault Q1 Revenue Down 19.2%, Financial Guidance Still Unclear']","['April 23, 2020 /  5:56 AM / 13 days ago']","['April 23 (Reuters) - Renault SA: ', '* THE GROUP SOLD 672,962 VEHICLES IN Q1, DOWN -25.9% Y/Y ', '* THE IMPACT THAT THE COVID-19 PANDEMIC WILL HAVE ON THE GROUP’S RESULTS IS STILL IMPOSSIBLE TO ASSESS ', '* WILL COMMUNICATE A NEW GUIDANCE AS SOON AS IT CONSIDERS THAT IT IS IN A POSITION TO DO SO ', '* Q1 GROUP REVENUE EXCLUDING AVTOVAZ FALLS 21.3% TO 8.59 BILLION EUROS Source text for Eikon: Further company coverage: (Gdansk Newsroom)']",0.572,0.428,0.0,-0.9993
https://www.reuters.com/article/us-renault-m-a-dongfeng/renault-quits-its-main-china-venture-after-weak-sales-idUSKCN21W0HB,['Renault quits its main China venture after weak sales'],"['April 14, 2020 /  5:47 AM / 21 days ago']","['PARIS/BEIJING (Reuters) - French automaker Renault SA (', ') is ditching its main passenger car business in China following poor sales at the loss-making venture with Dongfeng Motor Group (', ').  ', 'A slowdown in Chinese automotive sales, which is expected to worsen this year due to the coronavirus crisis, has heaped pressure on carmakers that were already struggling to establish a big presence in China, the world’s biggest vehicle market.  ', 'Renault, which entered the Dongfeng joint venture in 2013 and began producing gas-powered cars under the tie-up in Wuhan three years later, is one of the few global carmakers to exit a major project in China in recent years, however.  ', 'The carmaker, which will retain a presence in China with other ventures, including in electric vehicles, is trying more broadly to find cost savings and pull out of businesses where it is struggling to make its mark and turn a profit.  ', 'This is part of Renault’s efforts to make the most of its alliance with Japanese partner Nissan (', '), and the two are due provide a strategy update by mid-May.  ', 'Dongfeng had been anticipating Renault’s potential exit from the Chinese joint venture as long as a year ago, a banking source familiar with the matter said. Sales were under pressure long before the coronavirus crisis walloped demand further, another source with knowledge of the situation said.  ', 'The venture sold only 18,607 cars in 2019, far below its annual capacity of 110,000 and reported an operating loss of more than 1.5 billion yuan ($212 million). ', 'Dongfeng, which will take on Renault’s 50% stake in their venture, plans to revamp and upgrade the business’s existing car plants, which will no longer make Renault-branded cars, a spokeswoman for the Chinese automaker said on Tuesday.  ', 'Dongfeng will arrange positions for staff at the venture within its wider group operations, she added. ', 'Financial terms of the transaction were not disclosed.  ', 'Renault said it would focus on its light commercial vehicle business with Brilliance China Automotive Holdings (', '). That venture plans to roll out five new models before 2023 and is planning export cars to other markets. ', 'Another focus is electric vehicles, which will be built by its venture with Jiangling Motors Corporation Group. ', 'Renault and Dongfeng also said they would continue to cooperate on “connected vehicles” and work with common partner Nissan Motor Co Ltd (', ') on new generation engines. ', '“We are opening a new chapter in China. We will concentrate on electric vehicles and light commercial vehicles, the two main drivers for future clean mobility and more efficiently leverage our relationship with Nissan,” Francois Provost, chairman of the China region for Renault, said in a statement. ', 'That could include relying on Nissan dealers rather than Renault ones in the longer term, a source familiar with the matter said.  ', 'Renault and Nissan, which both reported losses for 2019 even before the global pandemic hit, are looking to rebalance a relationship strained by the 2018 arrest and subsequent flight of former alliance supremo Carlos Ghosn.  ', 'The ex-boss-turned-fugitive, accused of financial misconduct, denies any wrongdoing.  ', 'Other international carmakers have struggled in China too.     ', 'In 2018, Japanese automaker Suzuki Motor Corp (', ') sold its stake in a venture with Changan Automobile (', '). ', 'Renault’s French rival PSA (', '), meanwhile, is exiting a small joint venture with China’s Chongqing Changan Automobile (', ') and said in February it had suffered 700 million euros in losses last year in the country.  ', 'Reporting by Sudip Kar-Gupta and Yilei Sun, Additional reporting by Arno Schuetze in Frankfurt and Sarah White in Paris; Editing by Edwina Gibbs and Mark Potter']",0.08,0.893,0.027,-0.985
https://www.reuters.com/article/us-health-coronavirus-renault-factory/breakout-time-behind-plexiglass-renault-factory-restarts-in-france-idUSKBN22I2RQ,['Breakout time behind plexiglass: Renault factory restarts in France'],"['May 6, 2020 /  6:03 PM / Updated 2 hours ago']","['FLINS-SUR-SEINE, France (Reuters) - With temperature scanners on the door and tables partitioned by plexiglass shields in the breakout area, workers at one of Renault’s (', ') French plants are adjusting to new routines as carmakers try to cope with the coronavirus crisis.  ', 'Like peers across Europe, Renault is gradually ramping up production after stoppages linked to the outbreak, as governments begin to ease some lockdown rules. ', 'Inside the Flins factory northwest of Paris, where Renault makes its electric Zoe models and the Micra car for its partner Nissan, sanitary protocols now restrict even the way coffee breaks are held - in a glimpse of measures to expect in other industries as shutdowns are further lifted.  ', 'Most retailers are due to reopen in France from May 11, while factories turning out trains and luxury goods are starting up again too.  ', 'At Flins on Wednesday, workers wound their way through tents at the entrance, where thermal scanners took their temperature.  ', 'Equipped with gloves and masks, employees took their place at marked out spots on the assembly line, and followed instructions to spray down their tools with disinfectant at the end of their shift.  ', 'During a 15 minute pause, colleagues chatted across the plexiglass shields separating them on tables of four.  ', 'While the measures have allowed Renault to get manufacturing off the ground again, it is still unclear when it might return to business as usual. ', 'The health crisis has clobbered auto demand and dealerships are still closed in many countries, with car sales points only due to start reopening in France from next week.  ', 'Renault in particular was already struggling with faltering demand before the coronavirus crisis and looking to cost cuts. ', '“For the moment, we’re only working at half of our normal production capacity,” Jean-Luc Mabire, the head of the Flins factory told reporters. This was on account of health measures, he said, with only one shift operating a day instead of two to limit overlaps.  ', 'The site used to produce some 750 cars a day, and was now at 300 after reopening last week, Mabire added. Renault has restarted production at most of its plants worldwide except for in India and the majority of its other French plants, where workers have been placed on a state-funded partial unemployment scheme.  ', '“It’s quite pleasant to see our colleagues again,” said Flins employee Joffrey Renard. “And for me, it’s also nice to have my salary back.” ', 'Reporting by Thierry Chiarello and Gonzalo Fuentes, Writing by Sarah White; Editing by Kirsten Donovan']",0.062,0.913,0.025,-0.9372
https://www.reuters.com/article/health-coronavirus-airfranceklm-renault/france-announces-7-bln-euros-aid-for-air-france-klm-working-on-5-bln-for-renault-idUSP6N2BO01P,"['France announces 7 bln euros aid for Air France KLM, working on 5 bln for Renault']","['April 24, 2020 /  6:20 PM / 12 days ago']","['PARIS, April 24 (Reuters) - The French government will give a 7 billion euros ($7.6 billion)aid package for Air France KLM and is working on an aid deal of some 5 billion euros for carmaker Renault, French Finance Minister Bruno Le Maire told TF1 on Friday. ', '$1 = 0.9268 euros\nReporting by Sudip Kar-Gupta, Leigh Thomas and Laurence Frost\nEditing by Chizu Nomiyama']",0.0,1.0,0.0,0.0
https://www.reuters.com/article/brief-eu-approves-5-bln-euro-french-loan/brief-eu-approves-5-bln-euro-french-loan-guarantee-to-renault-idUSP6N2BQ02X,['BRIEF-EU approves 5 bln euro French loan guarantee to Renault'],"['April 29, 2020 /  3:59 PM / 7 days ago']","['April 29 (Reuters) - ', '* RENAULT -  THE EUROPEAN COMMISSION SAYS IT HAS APPROVED A FRENCH AID MEASURE CONSISTING OF A €5 BILLION LOAN GUARANTEE TO THE RENAULT GROUP TO MITIGATE THE ECONOMIC IMPACT OF THE CORONAVIRUS OUTBREAK ', '* RENAULT - EUROPEAN COMMISSION SAYS THAT  DESPITE SIGNIFICANT PROPOSED COST SAVING MEASURES AND 90% OF ITS STAFF BEING PLACED IN PART-TIME UNEMPLOYMENT, THE CURRENT CRISIS WILL STILL LEAD TO SIGNIFICANT DETERIORATION IN RENAULT’S WORKING CAPITAL AND CASH ', '* RENAULT - EUROPEAN COMMISSION SAYS THAT RENAULT REQUIRES THE STATE-BACKED GUARANTEE TO ENSURE ACCESS TO VITAL LIQUIDITY FROM FINANCIAL INSTITUTIONS TO FACE THIS DIFFICULT PERIOD, BEFORE AN EXPECTED RECOVERY IN SALES ONCE THE RESTRICTIONS ARE FULLY LIFTED Source text for Eikon: Further company coverage: [ ] (Paris newsroom, paris.equities@thomsonreuters.com email; +33 1 4949 5452)']",0.109,0.786,0.104,-0.1786
https://www.reuters.com/article/us-health-coronavirus-renault-eu/eu-clears-french-5-billion-euro-loan-guarantee-to-renault-idUSKBN22B2GE,['EU clears French 5 billion euro loan guarantee to Renault'],"['April 29, 2020 /  3:50 PM / 7 days ago']","['BRUSSELS (Reuters) - The European Commission approved on Wednesday a 5 billion euro  ($5.4 billion) loan guarantee to carmaker Renault group (', ') to mitigate the impact of the coronavirus crisis. ', 'The Commission, which oversees competition policy in the European Union, has temporarily eased its rules to allow EU countries to support their economies that are set to go into recession as a result of lockdown measures. ', 'The Commission had already approved a general French guarantee scheme allowing 70% loan coverage in March. The Renault plan was submitted separately as the French state provides loan coverage of 90%, the Commission said. ', 'The guarantee is subject to certain restrictions, such as that it cannot support a loan exceeding 25% of Renault group’s 2019 turnover and that it last no more than six months. ', 'Reporting by Philip Blenkinsop;Editing by Elaine Hardcastle']",0.058,0.793,0.148,0.8779
https://www.reuters.com/article/us-health-coronavirus-carmakers-romania/carmakers-dacia-and-ford-resume-production-in-romania-idUSKBN22G14U,['Carmakers Dacia and Ford resume production in Romania'],"['May 4, 2020 /  10:26 AM / 2 days ago']","['BUCHAREST (Reuters) - Romanian carmaker Dacia, owned by France’s Renault (', ') and Ford Motor Co’s (', ') Craiova plant resumed operations on Monday after output was halted due to the coronavirus pandemic in March, they said. ', 'Dacia has sent around 14,000 employees home on technical unemployment and Ford also suspended activity for its 6,000 staff. ', 'During the shutdown, both plants implemented safety measures aimed at curbing the risk of COVID-19 infections and to ensure their employees are protected against the new coronavirus. ', 'Ford said it will gradually resume output in a single shift with about half of its workers. ', 'Dacia said that “production on the Mioveni industrial platform has been resumed, with the Mechanical and Chassis Plant working in three shifts.” ', 'The European Union member state, which has recorded 13,512 coronavirus infections and 803 deaths, declared a 30-day state of emergency on March 16 and later extended it to May 15.  ', 'Reporting by Radu Marinas; editing by Jason Neely']",0.061,0.891,0.047,-0.34
https://www.reuters.com/article/renault-costs/renault-has-sub-contractors-in-its-cost-cutting-sights-sources-idUSP6N2BO027,['Renault has sub-contractors in its cost-cutting sights -sources'],"['April 29, 2020 /  11:26 AM / 7 days ago']","['PARIS, April 29 (Reuters) - French carmaker Renault is considering a sharp reduction in sub-contractors it works with to develop new models as part of looming cost cuts, sources close to the company said. ', 'The measures would allow it to make between 100 million and 200 million euros ($108.5 million to $216.9 million) of savings, two sources said. ', 'The carmaker was already struggling before the coronavirus crisis hit sales and production ground to a halt, having posted its first loss in 10 years in 2019 on faltering demand. It is due to outline 2 billion euros in cost cuts from mid-May. ', 'Renault declined to comment. ($1 = 0.9220 euros) (Reporting by Gilles Guillaume Writing by Sarah White Editing by David Goodman)']",0.128,0.857,0.015,-0.9136
https://www.reuters.com/article/us-renault-costs/renault-may-cut-sub-contractors-to-save-up-to-200-million-euros-sources-idUSKBN22B1R7,['Renault may cut sub-contractors to save up to 200 million euros: sources'],"['April 29, 2020 /  12:17 PM / 7 days ago']","['PARIS (Reuters) - Renault (', ') is considering cutting the number of sub-contractors it uses to develop car models in its engineering division potentially saving the carmaker between 100 million to 200 million euros, two sources close to the company said.  ', 'Renault was already struggling before the coronavirus crisis hit sales and brought production to a halt. In February, the group reported its first loss in 10 years on faltering demand and lower income from its Japanese alliance partner Nissan (', '). ', 'It is due to outline some 2 billion euros ($2.17 billion) in cost cuts from mid-May, alongside a joint strategy update with Nissan on how to reboot their partnership, as the company struggles with shrinking margins.  ', 'Renault declined to comment.  ', 'The carmaker, which is 15% owned by the French state, has been put under more pressure by the pandemic, and the government said last week it was working on a 5 billion euro aid package for Renault. ', 'This would involve state-guaranteed loans to help the company shore up its liquidity in the wake of similar deals for the likes of Air France-KLM (', ').  ', 'Renault’s interim Chief Executive Clotilde Delbos is overseeing the first wave of cost cuts at Renault before former Volkswagen executive Luca de Meo joins as CEO in July. Delbos has said the government aid would not impinge on her “no taboo” pledge to find savings, including by shutting plants or cutting jobs.  ', 'Renault’s engineering business, led by former PSA (', ') executive Gilles Le Borgne since January, is expected to be central to the cost cutting plan.  ', 'The number of sub-contractors that work with Renault in the department could be cut to four or five from around 15 now, the sources said. ', '“There would only be a handful of big sub-contractors left to share some 80% of (Renault’s) needs, but who would be in a position to make broader, more competitive offers,” one of the sources said.  ', 'Auto companies often outsource some of their development needs to engineering and services firms such as Altran (', '), Segula, Expleo (', '), Alten (', ') or Akka (', '). ', 'As part of cost-cutting, Renault has already ditched its main passenger car joint venture in China, and has also made real estate disposals. ($1 = 0.9218 euros) ', 'Reporting by Gilles Guillaume, Writing by Sarah White. Editing by Jane Merriman']",0.051,0.924,0.025,-0.701
https://www.reuters.com/article/brief-renault-sees-french-car-market-dow/brief-renault-sees-french-car-market-down-20-without-aid-package-idUSP6N2CB02U,['BRIEF-Renault sees French car market down 20% without aid package'],"['May 5, 2020 /  1:02 PM / a day ago']","['May 5 (Reuters) - ', '* RENAULT PLANS TO REOPEN BETWEEN 90% AND 100% OF ITS RETAIL OUTLETS ON MAY 11 - MARKETING DIRECTOR FRANCE ', '* RENAULT SAYS IS FAVOURABLE TO STRATEGY RELAUNCH CENTERED AROUND LOW EMISSION VEHICLES - MARKETING DIRECTOR FRANCE ', '* RENAULT SEES FRENCH CAR MARKET DOWN 20% THIS YEAR NOT FACTORING ANY SUPPORT PLAN -MARKETING DIRECTOR FRANCE (Reporting by Gilles Gillaume)']",0.086,0.914,0.0,-0.6842
https://www.reuters.com/article/us-renault-costs/renault-puts-historic-boulogne-property-up-for-sale-sources-idUSKBN22C2HS,['Renault puts historic Boulogne property up for sale: sources'],"['April 30, 2020 /  1:49 PM / 6 days ago']","['PARIS (Reuters) - Renault RENAPA> has put one of its historic buildings up for sale in Boulogne-Billancourt, the birthplace of the carmaker, to cut costs, three sources close to the company told Reuters. ', 'The five-story building, located in the old part of Boulogne-Billancourt, a suburb on the outskirts of Paris, houses trade unions, sports facilities and archives. ', 'The tenants have been told they can stay on after a new owner is found, the sources said. ', '“The goal is to sell the building, if possible this year. Management of the property division is currently working on a few projects of that kind,” one of the sources said. ', 'The French carmaker’s plans to upgrade and expand its “Technocentre” in Guyancourt outside Paris, its largest research and development centre, could also be on put on hold, two of the sources said. ', 'Renault declined comment. ', 'Renault was already struggling before the coronavirus crisis hit sales and brought production to a halt.  ', 'In February, the company reported its first loss in 10 years on faltering demand and lower income from its Japanese alliance partner Nissan (', ').  ', 'Renault is due to outline some 2 billion euros in cost cuts from mid-May, alongside a joint strategy update with Nissan on how to revitalise their alliance, as the company tries to tackle shrinking margins. ', 'On Wednesday, two sources close to the company told Reuters that Renault was also considering cutting the number of sub-contractors it uses to develop car models in its engineering division. That would potentially save the carmaker between 100 million to 200 million euros. ', 'Renault, which is 15% owned by the French state, has been put under more pressure by the pandemic, and the government said last week it was working on a 5 billion euro aid package for the group.  ', 'Renault’s upgrade of its Technocentre includes the re-design of 12,000 workstations spread over seven buildings for an estimated cost of several hundred million euros. ', 'To date, the group has started construction on one new building and expansion of parking lots. The company is now reviewing the rest of the project, initially projected to run until 2022. ', '“The project has not been stopped but put on pause,” one of the sources said. ', 'Reporting by Gilles Guillaume, Writing by Dominique Vidalon. Editing by Jane Merriman']",0.038,0.946,0.016,-0.7062
https://www.reuters.com/article/us-health-coronavirus-finance-breakingvi/breakingviews-corona-capital-american-football-fail-idUSKCN21W2X6,['Breakingviews - Corona Capital: American football fail'],"['April 14, 2020 /  8:32 PM / 22 days ago']","['HONG KONG/LONDON/NEW YORK (Reuters Breakingviews) - Corona Capital is a daily column updated throughout the day by Breakingviews columnists around the world with short, sharp pandemic-related insights. ', '– American football fail ', 'GRIDIRON GOES UNDER. American football fans have lost a rebooted post-Super Bowl springtime league almost as soon as it started. The parent company of the XFL filed for bankruptcy on Monday, a month after the coronavirus forced it to blow the whistle halfway through its first season. XFL had non-pandemic problems, not least the poor track record of previous attempts to establish non-NFL leagues. Its viewers also quickly halved from the roughly 3 million who tuned in for the first week’s games in February.  ', 'The National Football League and entities that control college football have better finances and far sturdier support. But the fate of their upcoming seasons also depends on regulations surrounding large gatherings and post-crisis consumer behavior changes. Longer-standing concerns about safety remain, too. As for the XFL, owner and World Wrestling Entertainment Chairman Vince McMahon is hoping to sell it. That may end up a bust. (By Anna Szymanski) ', 'BALANCE SHEET BLUES. Borrowers are rushing to claim their unused bank credit lines, and in large amounts. JPMorgan said on Tuesday that clients claimed $55 billion of undrawn loans in March. At Wells Fargo the number was a potentially inconvenient $80 billion. The Federal Reserve has forbidden the bank from growing its balance sheet as punishment for past bad behavior. Customers’ dash for cash has put it above its limit of just over $1.9 trillion. ', 'Fortunately, Wells Fargo has some leeway: The cap is measured against six-month daily averages. And the Fed has given new boss Charlie Scharf some wiggle room. He can pitch in with the federal bailout of U.S. companies, so long as the bank gives away any fees. But it’s no wonder Scharf is itching to have the cap removed altogether. Standing by some Wells Fargo clients may mean leaving others to fend for themselves. (By John Foley) ', 'SWEETEST TABOO. Renault has offloaded its main joint venture in China just as rival carmakers expect the market to recover from a coronavirus-induced lockdown. The embattled French automaker, whose shares have fallen 56% this year, never really made a dent in the market: The venture sold less than 20,000 cars last year, a fraction of Renault’s 3.75 million global deliveries. Local partner Dongfeng Motor will assume Renault’s share of the loss-making alliance and stop producing Renault-branded vehicles. ', 'It makes sense for acting Chief Executive Clotilde Delbos to cut superfluous losses as she prepares to welcome successor Luca de Meo from Volkswagen. She has already pledged to find 2 billion euros in “no taboo” savings over the next three years. Renault will retain separate Chinese joint ventures in electric cars and vans. But the exit will heighten its dependence on Europe, which already accounts for over half of vehicle sales. (By Christopher Thompson) ', 'TAKING CREDIT. It is getting rough and tumble in mergers and acquisitions. Carlyle just threw a one-two punch at Pioneer Credit, an Australian debt collector that it agreed to buy in December. First, the private equity firm threatened to withdraw A$142 million ($91 million) of funding because of alleged defaults, which Pioneer denies. Then, Carlyle cited breaches and material adverse changes to its A$120 million buyout. It gave its target five days to sort things out. ', 'With all the doubt, Pioneer’s shares tumbled 56% on Tuesday. Pioneer reckons Carlyle is just using the pandemic to squeeze it. That wouldn’t be surprising, even considering Pioneer’s many troubles. As the financial crisis unfolded over a decade ago, several private equity firms tried to back out of deals. And in 2016 Carlyle itself haggled down the original $8 billion price tag for data storage firm Veritas after banks struggled to syndicate the buyout debt in a tough market. Pioneer says it’ll fight back, but it may have a limited amount of leverage. (By Jeffrey Goldfarb) ', 'PINT HALF-EMPTY. Anheuser-Busch InBev halved its dividend and delayed its annual general meeting because of uncertainty caused by the coronavirus crisis. This will save the world’s biggest brewer around $1.1 billion, a small contribution to bringing down its $95.5 billion debt pile. ', 'The good news for AB InBev Chief Executive Carlos Brito is that people are boozing more at home to get through this difficult time: sales have spiked in the United States, AB InBev’s biggest market. But with bars and restaurants shut across much of the world, the overall outlook is dire but uncertain. Even after cutting the dividend, the group is likely way off Brito’s target of bringing net debt below 4 times EBITDA this year: analyst forecasts compiled by Refinitiv put it at 4.9 times. Still, there’s scope for more radical action if the crisis endures. Delaying the payment to June 11 from early May gives Brito time to further trim the dividend if necessary. (By Dasha Afanasieva) ', 'ROSE-TINTED SWAPS. Whoever said central banks were out of ammunition? The perceived riskiness of European companies has fallen sharply in recent days, according to the credit default swap market, boosted by the Federal Reserve’s plans to buy junk-rated debt and hopes the coronavirus crisis is easing. ', 'The Markit iTraxx Crossover index of swaps based on debt issued by European sub-investment grade companies has fallen back to around 460 basis points in morning trading on Tuesday, down from a recent peak of over 700 basis points, according to Refinitiv data. The current spread would be enough to compensate for a default rate of about 8% over the next year, according to Breakingviews calculations. That’s roughly in line with S&P’s forecasts, but far below its more pessimistic scenario of an 11% failure rate. Defaults exceeded 12% in both of the last two credit cycles. (By Neil Unmack)', ""Reuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time."", 'Sign up for a free trial of our full service at ', ' and follow us on Twitter ', ' and at ', '. All opinions expressed are those of the authors.']",0.097,0.843,0.06,-0.9916
https://www.reuters.com/article/us-renault-m-a-dongfeng/renault-quits-its-main-china-venture-after-weak-sales-idUSKCN21W0HB,['Renault quits its main China venture after weak sales'],"['April 14, 2020 /  5:47 AM / 22 days ago']","['PARIS/BEIJING (Reuters) - French automaker Renault SA (', ') is ditching its main passenger car business in China following poor sales at the loss-making venture with Dongfeng Motor Group (', ').  ', 'A slowdown in Chinese automotive sales, which is expected to worsen this year due to the coronavirus crisis, has heaped pressure on carmakers that were already struggling to establish a big presence in China, the world’s biggest vehicle market.  ', 'Renault, which entered the Dongfeng joint venture in 2013 and began producing gas-powered cars under the tie-up in Wuhan three years later, is one of the few global carmakers to exit a major project in China in recent years, however.  ', 'The carmaker, which will retain a presence in China with other ventures, including in electric vehicles, is trying more broadly to find cost savings and pull out of businesses where it is struggling to make its mark and turn a profit.  ', 'This is part of Renault’s efforts to make the most of its alliance with Japanese partner Nissan (', '), and the two are due provide a strategy update by mid-May.  ', 'Dongfeng had been anticipating Renault’s potential exit from the Chinese joint venture as long as a year ago, a banking source familiar with the matter said. Sales were under pressure long before the coronavirus crisis walloped demand further, another source with knowledge of the situation said.  ', 'The venture sold only 18,607 cars in 2019, far below its annual capacity of 110,000 and reported an operating loss of more than 1.5 billion yuan ($212 million). ', 'Dongfeng, which will take on Renault’s 50% stake in their venture, plans to revamp and upgrade the business’s existing car plants, which will no longer make Renault-branded cars, a spokeswoman for the Chinese automaker said on Tuesday.  ', 'Dongfeng will arrange positions for staff at the venture within its wider group operations, she added. ', 'Financial terms of the transaction were not disclosed.  ', 'Renault said it would focus on its light commercial vehicle business with Brilliance China Automotive Holdings (', '). That venture plans to roll out five new models before 2023 and is planning export cars to other markets. ', 'Another focus is electric vehicles, which will be built by its venture with Jiangling Motors Corporation Group. ', 'Renault and Dongfeng also said they would continue to cooperate on “connected vehicles” and work with common partner Nissan Motor Co Ltd (', ') on new generation engines. ', '“We are opening a new chapter in China. We will concentrate on electric vehicles and light commercial vehicles, the two main drivers for future clean mobility and more efficiently leverage our relationship with Nissan,” Francois Provost, chairman of the China region for Renault, said in a statement. ', 'That could include relying on Nissan dealers rather than Renault ones in the longer term, a source familiar with the matter said.  ', 'Renault and Nissan, which both reported losses for 2019 even before the global pandemic hit, are looking to rebalance a relationship strained by the 2018 arrest and subsequent flight of former alliance supremo Carlos Ghosn.  ', 'The ex-boss-turned-fugitive, accused of financial misconduct, denies any wrongdoing.  ', 'Other international carmakers have struggled in China too.     ', 'In 2018, Japanese automaker Suzuki Motor Corp (', ') sold its stake in a venture with Changan Automobile (', '). ', 'Renault’s French rival PSA (', '), meanwhile, is exiting a small joint venture with China’s Chongqing Changan Automobile (', ') and said in February it had suffered 700 million euros in losses last year in the country.  ', 'Reporting by Sudip Kar-Gupta and Yilei Sun, Additional reporting by Arno Schuetze in Frankfurt and Sarah White in Paris; Editing by Edwina Gibbs and Mark Potter']",0.08,0.893,0.027,-0.985
https://www.reuters.com/article/health-coronavirus-slovenia-renault/renaults-slovenian-arm-resumes-production-idUSL5N2CG5Q6,"[""Renault's Slovenian arm resumes production""]","['April 28, 2020 /  12:42 PM / 8 days ago']","['LJUBLJANA, April 28 (Reuters) - Revoz, the Slovenian arm of French automaker Renault, has resumed production after a suspension of activities since March 17 due to the coronavirus crisis, Revoz said on Tuesday. ', 'Production re-started on Tuesday with a single daily shift, which is expected to be expanded into two shifts next week and into full production from May 11. ', 'Revoz, one of Slovenia’s largest exporters, produces the Clio, Twingo and electric Smart Forfour models. Its biggest markets include France, Germany and Italy. ', '“This week we expect to make 250 vehicles per day compared to about 750 when the factory is fully operational,” spokeswoman Nevenka Basek Zildzovic said, adding about 1,700 of the total 3,200 employees started working on Monday. ', 'She said the body temperature of staff was being measured before they enter the factory and they were wearing face masks while working to combat a possible spread of the infection. ', 'Slovenia has so far confirmed 1,408 coronavirus cases and 86 deaths. Since the middle of March, the country has closed all schools, bars, restaurants, hotels, shops, apart from food and drug stores, cancelled public transport and prohibited all socialising in public spaces. ', 'Car dealerships reopened last week, while a number of other shops are due to reopen on May 4. The government had not said when it will reopen schools and restart public transport. People also still have to wear face masks in indoor public spaces. (Reporting By Marja Novak; Editing by Mark Potter)']",0.044,0.941,0.016,-0.7964
